login_hour,login_dayofweek,is_weekend,time_since_last_login,device_changed,ip_changed,location_changed,LoginAttempts,failed_login,high_login_attempts,anomaly_label,anomaly_score,is_anomaly
-1.5223545406532712,-1.0195474018391393,0,-0.2997363711637813,1,1,1,0.0398280777465015,0,0,1,0.1791430263418306,0
0.0600149595910858,1.4948735359115246,1,-0.4457975210208605,1,1,1,-0.8452403166202007,0,0,1,0.1786562491187791,0
-1.6662063134027585,0.4891051608112591,0,-0.5435713697056767,1,1,0,0.9248964721132038,0,0,1,0.12824676771790966,0
1.2108291415869818,0.4891051608112591,0,-0.20594825296287,1,1,1,-0.8452403166202007,0,0,1,0.19898855489778683,0
-1.0907992224048102,0.4891051608112591,0,-0.356841660132294,0,1,0,0.0398280777465015,0,0,1,0.16070736262019703,0
-0.8030956769058362,-1.0195474018391393,0,0.122433612569467,0,1,0,-0.8452403166202007,0,0,1,0.17193885185888186,0
-1.3785027679037842,1.4948735359115246,1,-0.5063241892543182,1,1,1,-0.8452403166202007,0,0,1,0.1483203682611417,0
0.7792738233385209,-0.0137790267388736,0,-0.5334835916667671,0,1,1,-0.8452403166202007,0,0,1,0.1982508659361566,0
-0.3715403586573751,-1.0195474018391393,0,2.3186063811522204,0,1,0,-0.8452403166202007,1,0,1,0.03487985466416821,0
-1.3785027679037842,-0.5166632142890064,0,-0.2171647334396995,1,1,0,-0.8452403166202007,0,0,1,0.17836356743400233,0
-0.2276885859078881,-0.5166632142890064,0,1.1668360871572758,0,1,0,0.9248964721132038,0,0,1,0.13400148836258674,0
-0.3715403586573751,-1.522431589389272,0,0.2146344929670533,0,1,1,0.0398280777465015,0,0,1,0.16420717473682922,0
0.0600149595910858,-0.0137790267388736,0,0.0256473785178308,1,1,1,0.9248964721132038,0,0,1,0.21058455424292283,0
0.7792738233385209,-0.0137790267388736,0,-0.2688734138769075,1,1,0,0.9248964721132038,0,0,1,0.1757058679550017,0
1.642384459835443,-1.522431589389272,0,-0.5660043306593359,1,1,1,-0.8452403166202007,1,0,1,0.05306103145973562,0
0.2038667323405729,-0.5166632142890064,0,-0.1278561530392831,0,1,0,-0.8452403166202007,0,0,1,0.18555218877974866,0
0.4915702778395469,-1.0195474018391393,0,1.749951984147673,1,1,1,0.0398280777465015,0,0,1,0.15817475145387688,0
-0.8030956769058362,-0.5166632142890064,0,-0.9370652571255212,0,1,0,0.0398280777465015,0,0,1,0.16105550730193052,0
-0.6592439041563491,-0.0137790267388736,0,-0.2997363711637813,1,1,1,-0.8452403166202007,0,0,1,0.2231492748970017,0
-0.3715403586573751,-1.522431589389272,0,0.1237034028121269,0,1,1,1.809964866479906,0,1,1,0.04829238403658964,0
0.4915702778395469,0.4891051608112591,0,0.8529862655131581,1,1,1,0.0398280777465015,0,0,1,0.1937236424939352,0
1.498532687085956,0.4891051608112591,0,-0.2599143382759179,1,1,0,0.0398280777465015,0,0,1,0.171895001405809,0
-0.8030956769058362,0.991989348361392,1,1.8767193767065575,0,1,0,0.9248964721132038,0,0,1,0.07341276582176248,0
-1.5223545406532712,-0.5166632142890064,0,-0.6150323428064839,1,1,0,0.9248964721132038,0,0,1,0.14218254575474798,0
-1.2346509951542972,0.991989348361392,1,0.7353895802623728,1,1,0,0.0398280777465015,1,0,1,0.03846170379790925,0
-0.2276885859078881,-1.0195474018391393,0,0.0466694614240899,0,1,0,0.9248964721132038,1,0,1,0.05941755070790411,0
0.3477185050900599,-0.0137790267388736,0,1.3520843747808886,0,1,0,-0.8452403166202007,0,0,1,0.14848971017981272,0
0.6354220505890339,1.4948735359115246,1,-0.689667791513941,0,1,0,0.0398280777465015,0,0,1,0.12451128911103027,0
0.2038667323405729,-0.0137790267388736,0,-0.6055794598889043,0,1,0,0.0398280777465015,0,0,1,0.1823784714515821,0
-0.2276885859078881,0.991989348361392,1,-0.8079699157884263,0,1,1,-0.8452403166202007,0,0,1,0.14659335685695296,0
0.0600149595910858,0.4891051608112591,0,3.1724697754386666,0,1,0,0.0398280777465015,0,0,1,0.09267717148234533,0
