TransactionAmount,hour,day_of_week,day,time_since_last,tx_last_1hr,tx_last_24hr,amount_zscore,amount_to_balance,device_changed,ip_changed,location_changed,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,LoginAttempts,AccountBalance
-0.8558202767445653,0.5114228128607691,1.688772666604015,-0.09443742690543037,-0.26720699091482264,-1.5,-1.5,-0.7891178559505985,-0.33503596261576735,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.9005423361417769,1.4697751049934913,1.0547743601898192,-0.5348141588244872,0.010826483232528368,-1.105983752797117,-0.20679364850592954,-0.8882655254504942
-0.289918533703829,-0.8567285246325784,-0.2966549177217038,-0.20859855124924218,0.18080819445157054,-1.0,-1.0,0.7891178559505985,-0.29184370474189647,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-1.6351696413122068,0.6926693065363846,0.8248563189893978,-1.6027967256513531,1.24701402323759,0.8053466605675694,-0.20679364850592954,-0.23945210930842015
0.6146060951714295,-0.8567285246325784,-0.2966549177217038,-0.6652430486244895,-0.26720699091482264,-0.5,-0.5,1.0449867013142744,0.4190961561681022,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,1.221714323239465,1.2023296029270845,-1.486114761794325,-0.9482267653381127,1.24701402323759,-1.218414953583275,-0.20679364850592954,-1.0152960172518242
-0.8163188413573532,-0.8567285246325784,-0.2966549177217038,1.3896571895641232,-0.05340548151669907,0.0,0.0,-1.3368403293436484,-0.37164513780164526,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.0842897748412993,-0.947326696701016,-1.4035800803377634,-0.3281078555676744,0.010826483232528368,1.4799338652845175,-0.20679364850592954,0.16322049901765498
-0.9763116455709527,-0.8567285246325784,1.688772666604015,-1.2360486703435485,0.30892900466636514,0.5,0.5,-1.6031542190932713,-0.3880453698184286,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.7372918238816814,0.6119310417616202,1.6443077991652586,0.636521559630785,0.010826483232528368,-0.6562589496524849,-0.20679364850592954,0.3349003728678375
-0.11512553860794346,-0.8567285246325784,-0.2966549177217038,0.019723697438381434,-0.8655043438107296,1.0,1.0,-0.1696783632825066,-0.26771247152096084,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.9821675922718247,-0.3064667200513241,1.261111063831223,1.2910915199440254,0.010826483232528368,1.9296586684291497,1.452841000206196,-0.24083153778793542
0.334258960935908,-0.8567285246325784,-0.9584641124969434,0.933012692188876,0.3730857635012177,1.5,1.5,0.5783386156994643,-0.24657264666775094,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.32383650580893947,-0.3872049848260884,-0.5959192689414113,0.326462104745566,1.24701402323759,0.6366998593883324,-0.20679364850592954,0.05805574341206487
0.11670985884675222,0.5114228128607691,-0.9584641124969434,-0.5510819242806776,-0.052486415193279276,,,0.21622015747460233,-0.301625925811655,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.16591503097134708,-1.5024022670275208,-1.7514048093332728,-0.3281078555676744,-1.2253610567725333,1.7610118672499127,-0.20679364850592954,0.5389506641044198
0.7498633951789866,0.5114228128607691,1.0269634718287755,0.5905293191574404,1.055284977535125,,,1.2701274372310865,0.3849797038705865,0.019956144669639568,0.03993615319154498,0.1523742845985652,-1.8500095165343355,-1.3086686167920156,0.3394393981467906,1.066565028969328,-0.8104225631669042,-1.2253610567725333,-1.105983752797117,-0.20679364850592954,-0.9766874037861285
-0.9504455712280688,-0.8567285246325784,-0.9584641124969434,-1.5785320433749839,-0.26720699091482264,,,-1.6413754280494695,-0.3816680520072856,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,1.140089067109417,-0.2963744369544785,0.38860157414757257,1.3255425704868276,-1.2253610567725333,1.8172274676429916,-0.20679364850592954,-0.3191999977812273
-0.20426928091282276,0.5114228128607691,-0.9584641124969434,-0.7794041729683012,-0.9498657381104398,,,-0.10772190794558832,-0.3572424765336391,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-1.0637928484018724,0.7229461558269211,-0.5074892530950954,1.3599936210296297,-1.2253610567725333,1.3675026644983594,-0.20679364850592954,2.1465361013330813
0.4077802795317077,0.5114228128607691,-0.9584641124969434,-1.1218875459997366,0.09548326287730727,,,1.1502542232140003,-0.3075420776465935,0.019956144669639568,0.03993615319154498,0.1523742845985652,-1.8500095165343355,-1.4719191290521112,0.7078077311816529,-0.6784539503979728,1.4288957221152339,1.24701402323759,-1.0497681524040379,-0.20679364850592954,1.176000478268767
0.2964019912022832,-0.8567285246325784,-0.9584641124969434,-0.09443742690543037,0.39357204832325243,,,0.9213328460855468,-0.2964268104519813,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.6556665677516337,-0.28123601230921025,-0.10071118020204219,-0.6037162599100915,-1.2253610567725333,0.7491310601744904,-0.20679364850592954,0.7148970230659665
-0.30876136931785036,1.8795741503541166,-0.9584641124969434,-1.5785320433749839,1.8906569709222052,,,-0.3224897333044881,-0.15071061417900233,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.24221124967889174,1.4394982557029545,-0.949639332326675,-0.1558526028536638,-1.2253610567725333,0.4680530582090954,-0.20679364850592954,-0.8782710789576478
-0.974461621710667,0.5114228128607691,-0.9584641124969434,-1.6926931677187957,-0.26720699091482264,,,-1.1062718244321432,-0.36657053607829904,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.16058599354884398,-1.2198183403158456,-0.6843492847877273,1.187738368315619,0.010826483232528368,-0.09410294572169475,-0.20679364850592954,-1.0499150568994415
1.1817754471534725,1.8795741503541166,0.3651542770535358,-0.6652430486244895,-0.9066992682104651,,,1.9332444091245984,0.009578804362343027,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.32383650580893947,1.54042108667141,-0.5782332657721482,-0.8448736137097063,0.010826483232528368,-0.03788734532861574,-0.20679364850592954,-0.5053972025812551
-0.679519854799558,-0.8567285246325784,-0.9584641124969434,1.1613349408764995,-0.09835078946200246,,,-0.6905103567228102,-0.3160754448104973,0.019956144669639568,0.03993615319154498,0.1523742845985652,-1.8500095165343355,0.813588042589226,0.8541458360859132,-0.5133845874848498,-0.05249945122525743,1.24701402323759,1.0302090621398854,-0.20679364850592954,-0.652270439741266
0.8574388566844903,0.5114228128607691,-0.9584641124969434,-0.6652430486244895,-0.800724991660012,,,1.4760468467126744,-0.2170825306802697,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-1.0637928484018724,-0.8009885917967556,-0.26578054311516525,0.49871735745957657,-1.2253610567725333,1.0864246625329645,-0.20679364850592954,0.2670289020848365
-0.8084391101005806,-0.8567285246325784,-0.9584641124969434,-0.7794041729683012,0.8414982917873792,,,-0.8722399888508414,-0.37743665836171175,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.24221124967889174,-1.038157244572626,1.6619938023345218,0.5676194585451808,1.24701402323759,0.6929154597814113,-0.20679364850592954,0.8335714601930566
-0.5525534024621704,-0.8567285246325784,-0.9584641124969434,1.6179794382517467,-0.651080241096741,,,-0.5115334721449514,-0.33084881898121177,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.40546176193898725,0.263747274920449,1.0901463665283455,0.18865790257435744,1.24701402323759,1.6485806664637546,-0.20679364850592954,-0.1870056231588116
0.23240486951684336,-0.8567285246325784,1.0269634718287755,0.8188515678450641,-0.587397839073976,,,0.5949744553909104,0.27623613550066645,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.8952132987192738,-0.9776035459915526,-1.1559760359680789,-1.2238351696805296,-1.2253610567725333,-1.105983752797117,-0.20679364850592954,-1.036056672267878
-0.08343531507527116,-0.8567285246325784,-0.2966549177217038,-0.43692079993686583,-0.6942467109967158,,,0.14975375951306866,-0.1482578693724289,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.5740413116215859,1.3537138493797676,0.21763687684469513,-1.3271883213089362,0.010826483232528368,0.35562185742293734,-0.20679364850592954,-0.7466587308498231
-0.8802474436405602,-0.8567285246325784,-0.9584641124969434,-1.6926931677187957,-0.6736863079227924,,,-0.9734638285905047,-0.3227358725231054,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.002664518711251552,-0.6546504868924953,-0.9201626603779031,0.3953642058311702,0.010826483232528368,0.8053466605675694,-0.20679364850592954,-1.0154601128330303
-0.46251890792826467,-0.8567285246325784,0.3651542770535358,0.7046904435012523,-0.26720699091482264,,,-1.091817681633936,-0.34695381848032847,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.4107907993614904,0.24356270872675795,0.05256751393157208,1.6700530759148489,0.010826483232528368,1.0864246625329645,-0.20679364850592954,0.5103698290465031
0.2751952362112301,0.5114228128607691,0.3651542770535358,0.7046904435012523,-1.0988434244067127,,,0.1763637026822114,-0.06275779934361522,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.9768385548493216,0.051809329886692644,-0.3895825653000075,-0.7070694115384978,0.010826483232528368,-0.6562589496524849,-0.20679364850592954,-0.7331977652039935
1.3127160248203629,-0.8567285246325784,-0.9584641124969434,1.2754960652203113,-0.993921627033079,,,1.95993334196286,1.9382239069877962,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.24754028710139483,-1.5326791163180573,1.1255183728668718,-1.3271883213089362,0.010826483232528368,-1.330846154369433,-0.20679364850592954,-1.1643948007319453
0.42031933014031087,0.5114228128607691,0.3651542770535358,0.13388482178219324,0.587183745906896,,,0.4258420077935844,-0.29542897854790395,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,1.7114658600197514,1.611067068349329,-1.5686494432508864,-1.6372477761941553,0.010826483232528368,-0.5438277488663268,-0.20679364850592954,0.8827873145876658
0.4118229242634432,-0.8567285246325784,-0.9584641124969434,1.1613349408764995,-0.24704682640109818,,,0.4112361013564693,0.14816560873915416,0.019956144669639568,0.03993615319154498,0.1523742845985652,-1.8500095165343355,0.7319627864591783,1.3738984155734586,0.9073910004459593,0.5676194585451808,0.010826483232528368,-0.9935525520109589,-0.20679364850592954,-0.9218794796632231
0.6541760499608744,0.5114228128607691,-0.9584641124969434,-1.4643709190311722,-0.9491986738434417,,,0.8278578035183803,-0.26372317075261964,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-0.3291655432314426,0.571561909374238,-0.03586250191474384,-0.46591205773888295,0.010826483232528368,0.41183745781601633,-0.20679364850592954,0.6082630992098887
-0.6190857420302242,-0.8567285246325784,-0.9584641124969434,0.4763681948136287,1.8874254151398582,,,-1.3609668446081986,-0.3448610637047723,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-1.0637928484018724,-0.10966719966283602,-0.9968020074447101,0.49871735745957657,1.24701402323759,1.4799338652845175,-0.20679364850592954,-0.059995643305132365
0.21212312645593304,1.8795741503541166,1.0269634718287755,1.6179794382517467,-0.8849974440574558,,,0.06793840530023812,-0.2931889757788434,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,-1.3086686167920156,-0.9876958290883981,0.5654616058402044,-1.3616393718517381,1.24701402323759,1.9296586684291497,-0.20679364850592954,0.522905193054591
-0.6513241207807587,1.8795741503541166,-0.9584641124969434,-1.3502097946873604,-1.014615442960402,,,-1.416386836371608,-0.035362792881117586,0.019956144669639568,0.03993615319154498,0.1523742845985652,0.5405377599750526,0.6503375303291306,-0.6193274960535359,0.8071703158201347,1.0499341661444106,0.010826483232528368,-1.274630553976354,-0.20679364850592954,-1.159712948680653
