login_hour,login_dayofweek,is_weekend,time_since_last_login,device_changed,ip_changed,location_changed,LoginAttempts,failed_login,high_login_attempts,anomaly_label,anomaly_score,is_anomaly,alert
-1.5223545406532712,-1.0195474018391393,0,-0.2997363711637813,1,1,1,0.0398280777465015,0,0,1,0.1791430263418306,0,0
0.0600149595910858,1.4948735359115246,1,-0.4457975210208605,1,1,1,-0.8452403166202007,0,0,1,0.1786562491187791,0,0
-1.6662063134027585,0.4891051608112591,0,-0.5435713697056767,1,1,0,0.9248964721132038,0,0,1,0.1282467677179096,0,0
1.2108291415869818,0.4891051608112591,0,-0.20594825296287,1,1,1,-0.8452403166202007,0,0,1,0.1989885548977868,0,0
-1.0907992224048102,0.4891051608112591,0,-0.356841660132294,0,1,0,0.0398280777465015,0,0,1,0.160707362620197,0,0
-0.8030956769058362,-1.0195474018391393,0,0.122433612569467,0,1,0,-0.8452403166202007,0,0,1,0.1719388518588818,0,0
-1.3785027679037842,1.4948735359115246,1,-0.5063241892543182,1,1,1,-0.8452403166202007,0,0,1,0.1483203682611417,0,0
0.7792738233385209,-0.0137790267388736,0,-0.5334835916667671,0,1,1,-0.8452403166202007,0,0,1,0.1982508659361566,0,0
-0.3715403586573751,-1.0195474018391393,0,2.3186063811522204,0,1,0,-0.8452403166202007,1,0,1,0.0348798546641682,0,0
-1.3785027679037842,-0.5166632142890064,0,-0.2171647334396995,1,1,0,-0.8452403166202007,0,0,1,0.1783635674340023,0,0
-0.2276885859078881,-0.5166632142890064,0,1.1668360871572758,0,1,0,0.9248964721132038,0,0,1,0.1340014883625867,0,0
-0.3715403586573751,-1.522431589389272,0,0.2146344929670533,0,1,1,0.0398280777465015,0,0,1,0.1642071747368292,0,0
0.0600149595910858,-0.0137790267388736,0,0.0256473785178308,1,1,1,0.9248964721132038,0,0,1,0.2105845542429228,0,0
0.7792738233385209,-0.0137790267388736,0,-0.2688734138769075,1,1,0,0.9248964721132038,0,0,1,0.1757058679550017,0,0
1.642384459835443,-1.522431589389272,0,-0.5660043306593359,1,1,1,-0.8452403166202007,1,0,1,0.0530610314597356,0,0
0.2038667323405729,-0.5166632142890064,0,-0.1278561530392831,0,1,0,-0.8452403166202007,0,0,1,0.1855521887797486,0,0
0.4915702778395469,-1.0195474018391393,0,1.749951984147673,1,1,1,0.0398280777465015,0,0,1,0.1581747514538768,0,0
-0.8030956769058362,-0.5166632142890064,0,-0.9370652571255212,0,1,0,0.0398280777465015,0,0,1,0.1610555073019305,0,0
-0.6592439041563491,-0.0137790267388736,0,-0.2997363711637813,1,1,1,-0.8452403166202007,0,0,1,0.2231492748970017,0,0
-0.3715403586573751,-1.522431589389272,0,0.1237034028121269,0,1,1,1.809964866479906,0,1,1,0.0482923840365896,0,0
0.4915702778395469,0.4891051608112591,0,0.8529862655131581,1,1,1,0.0398280777465015,0,0,1,0.1937236424939352,0,0
1.498532687085956,0.4891051608112591,0,-0.2599143382759179,1,1,0,0.0398280777465015,0,0,1,0.171895001405809,0,0
-0.8030956769058362,0.991989348361392,1,1.8767193767065573,0,1,0,0.9248964721132038,0,0,1,0.0734127658217624,0,0
-1.5223545406532712,-0.5166632142890064,0,-0.6150323428064839,1,1,0,0.9248964721132038,0,0,1,0.1421825457547479,0,0
-1.2346509951542972,0.991989348361392,1,0.7353895802623728,1,1,0,0.0398280777465015,1,0,1,0.0384617037979092,0,0
-0.2276885859078881,-1.0195474018391393,0,0.0466694614240899,0,1,0,0.9248964721132038,1,0,1,0.0594175507079041,0,0
0.3477185050900599,-0.0137790267388736,0,1.3520843747808886,0,1,0,-0.8452403166202007,0,0,1,0.1484897101798127,0,0
0.6354220505890339,1.4948735359115246,1,-0.689667791513941,0,1,0,0.0398280777465015,0,0,1,0.1245112891110302,0,0
0.2038667323405729,-0.0137790267388736,0,-0.6055794598889043,0,1,0,0.0398280777465015,0,0,1,0.1823784714515821,0,0
-0.2276885859078881,0.991989348361392,1,-0.8079699157884263,0,1,1,-0.8452403166202007,0,0,1,0.1465933568569529,0,0
0.0600149595910858,0.4891051608112591,0,3.1724697754386666,0,1,0,0.0398280777465015,0,0,1,0.0926771714823453,0,0
-0.8030956769058362,1.4948735359115246,1,-0.8257469791856655,0,1,1,0.9248964721132038,0,0,1,0.1108331597692965,0,0
1.3546809143364689,0.4891051608112591,0,-0.4290786161591712,1,1,1,0.0398280777465015,0,0,1,0.196249363065128,0,0
0.3477185050900599,0.4891051608112591,0,-0.2997363711637813,1,1,1,0.9248964721132038,0,0,1,0.2000355820494421,0,0
-1.5223545406532712,0.991989348361392,1,0.4695096122298532,1,1,1,0.0398280777465015,0,0,1,0.1345135434299476,0,0
1.2108291415869818,-0.0137790267388736,0,-0.4123597112974819,1,1,0,-0.8452403166202007,0,0,1,0.1931454418841051,0,0
0.7792738233385209,-0.0137790267388736,0,-0.3040042772571661,0,1,1,0.9248964721132038,0,0,1,0.1738597572157422,0,0
-1.2346509951542972,1.4948735359115246,1,-0.0441910848284664,0,1,1,0.0398280777465015,0,0,1,0.1227473673494149,0,0
-0.5153921314068621,-1.0195474018391393,0,-0.7779887572811774,1,1,0,-0.8452403166202007,0,0,1,0.1883400023695154,0,0
-1.3785027679037842,-1.0195474018391393,0,-0.3128222650534158,0,1,0,-0.8452403166202007,0,0,1,0.1577929973025336,0,0
1.498532687085956,0.991989348361392,1,-0.510556823396518,1,1,0,0.9248964721132038,0,0,1,0.1049470452523558,0,0
-0.5153921314068621,-1.0195474018391393,0,-0.7527340402327184,0,1,0,-0.8452403166202007,0,0,1,0.1792447784984779,0,0
0.6354220505890339,-0.5166632142890064,0,4.11119748427622,1,1,0,-0.8452403166202007,0,0,1,0.0850232445512492,0,0
-1.3785027679037842,-0.0137790267388736,0,-0.2496854724322683,1,1,0,-0.8452403166202007,0,0,1,0.1826677568418121,0,0
0.7792738233385209,1.4948735359115246,1,0.7929534045962905,1,1,0,0.0398280777465015,1,0,1,0.0301997542706237,0,0
1.498532687085956,-0.0137790267388736,0,-0.5725649135797456,0,1,0,-0.8452403166202007,0,0,1,0.1596176250220287,0,0
0.923125596088008,-0.0137790267388736,0,-0.306684945547226,1,1,0,0.0398280777465015,0,0,1,0.1995624555431397,0,0
-0.5153921314068621,0.4891051608112591,0,-0.231837865132659,1,1,0,-0.8452403166202007,0,0,1,0.1937262492989381,0,0
-0.6592439041563491,-0.0137790267388736,0,0.3160766245751094,0,1,0,0.9248964721132038,0,0,1,0.1560629273750912,0,0
1.498532687085956,-0.0137790267388736,0,-0.2249245627003993,1,1,0,0.9248964721132038,0,0,1,0.1543400946229094,0,0
-1.3785027679037842,1.4948735359115246,1,-0.2997363711637813,1,1,1,0.0398280777465015,0,0,1,0.1423452692789354,0,0
-0.5153921314068621,1.4948735359115246,1,1.8685362840316384,1,1,1,-0.8452403166202007,0,0,1,0.1201935906321446,0,0
1.3546809143364689,-1.522431589389272,0,-0.1327236823028129,0,1,0,-0.8452403166202007,0,0,1,0.1402147308266687,0,0
-0.5153921314068621,0.991989348361392,1,0.1627141808227354,0,1,0,0.9248964721132038,0,0,1,0.1135610965484416,0,0
-0.0838368131584011,-1.522431589389272,0,-0.7865951133703171,0,1,1,0.0398280777465015,0,0,1,0.1652237063807114,0,0
-1.2346509951542972,1.4948735359115246,1,-0.4221653137269115,0,1,1,-0.8452403166202007,0,0,1,0.1253189887189397,0,0
0.923125596088008,-0.5166632142890064,0,1.5016374478052827,0,1,1,-0.8452403166202007,0,0,1,0.1582352276907064,0,0
-0.2276885859078881,0.991989348361392,1,-0.7312886939122393,1,1,1,4.465170049580013,1,1,-1,-0.0278771046886346,1,1
1.498532687085956,-1.522431589389272,0,-0.0377010458104266,1,1,1,-0.8452403166202007,0,0,1,0.1682964709563,0,0
1.642384459835443,-1.522431589389272,0,0.4275359903197049,0,1,0,-0.8452403166202007,0,0,1,0.1147329334284714,0,0
1.0669773688374948,-1.0195474018391393,0,-0.916889701047702,0,1,0,0.9248964721132038,0,0,1,0.1349662306064963,0,0
0.6354220505890339,-0.0137790267388736,0,-0.0992858725794342,0,1,1,0.9248964721132038,0,0,1,0.1739164063101963,0,0
0.2038667323405729,-1.0195474018391393,0,-0.5051249429140282,1,1,1,5.350238443946715,0,1,1,0.0156414717348256,0,0
0.4915702778395469,-0.0137790267388736,0,-0.0749482262617852,1,1,1,0.9248964721132038,0,0,1,0.201591144513277,0,0
-0.8030956769058362,-0.0137790267388736,0,-0.3282008357700752,0,1,0,-0.8452403166202007,0,0,1,0.1847031384061364,0,0
-0.5153921314068621,-1.0195474018391393,0,0.2251455344201829,0,1,0,-0.8452403166202007,0,0,1,0.1746714295792912,0,0
-0.6592439041563491,-1.522431589389272,0,-0.2997363711637813,1,1,1,1.809964866479906,0,1,1,0.0746934407140782,0,0
-0.5153921314068621,0.4891051608112591,0,-0.5891427306366949,1,1,1,-0.8452403166202007,0,0,1,0.207235319260287,0,0
-0.8030956769058362,0.4891051608112591,0,-0.2989251162865263,1,1,0,-0.8452403166202007,0,0,1,0.1895827189696199,0,0
-1.6662063134027585,-0.0137790267388736,0,1.003950216584952,0,1,0,-0.8452403166202007,0,0,1,0.1164142633841033,0,0
0.7792738233385209,0.991989348361392,1,-0.7246575670894595,1,1,0,0.9248964721132038,0,0,1,0.1262419557864915,0,0
-0.3715403586573751,0.4891051608112591,0,0.2858132904583805,1,1,0,0.0398280777465015,0,0,1,0.1881314209272379,0,0
-0.3715403586573751,-1.522431589389272,0,-0.6936182500466608,1,1,0,0.9248964721132038,0,0,1,0.1470679369535742,0,0
-1.5223545406532712,-0.5166632142890064,0,1.2987531845891709,1,1,1,-0.8452403166202007,0,0,1,0.145768304769816,0,0
-1.3785027679037842,-1.0195474018391393,0,0.3270814733448289,1,1,1,0.0398280777465015,0,0,1,0.178757962456312,0,0
0.3477185050900599,-0.0137790267388736,0,-0.7487130377976285,1,1,1,-0.8452403166202007,0,0,1,0.218670972773823,0,0
0.3477185050900599,-1.522431589389272,0,0.1186947857438571,0,1,1,-0.8452403166202007,0,0,1,0.1607392080081458,0,0
1.2108291415869818,0.4891051608112591,0,-0.5698842452896856,0,1,1,1.809964866479906,0,1,1,0.0538224947163117,0,0
-1.6662063134027585,-0.0137790267388736,0,-0.4778949965992093,0,1,0,-0.8452403166202007,0,0,1,0.1448066356811326,0,0
1.2108291415869818,-1.522431589389272,0,0.2015838710286038,1,1,0,0.0398280777465015,0,0,1,0.1587539191003684,0,0
-1.6662063134027585,0.4891051608112591,0,-0.6750652037233515,0,1,1,0.9248964721132038,0,0,1,0.1225882747792259,0,0
1.498532687085956,0.4891051608112591,0,0.5121886731637016,0,1,1,0.9248964721132038,0,0,1,0.126546096867423,0,0
-1.2346509951542972,-1.0195474018391393,0,-0.6724550793356616,1,1,1,-0.8452403166202007,0,0,1,0.1945572164746752,0,0
-0.5153921314068621,1.4948735359115246,1,-0.4731685551404195,1,1,1,0.9248964721132038,0,0,1,0.1478607805042705,0,0
-0.3715403586573751,0.991989348361392,1,-0.3869639064442828,0,1,0,-0.8452403166202007,0,0,1,0.1362722589269689,0,0
1.642384459835443,-0.5166632142890064,0,-0.534823925811797,1,1,0,-0.8452403166202007,0,0,1,0.1695376734944022,0,0
-0.3715403586573751,1.4948735359115246,1,-0.6542547525242023,0,1,1,0.9248964721132038,0,0,1,0.120928050817791,0,0
0.2038667323405729,-0.0137790267388736,0,-0.5780673379646053,0,1,1,0.9248964721132038,0,0,1,0.1798825857071075,0,0
0.4915702778395469,-1.0195474018391393,0,-0.2997363711637813,1,1,1,4.465170049580013,1,1,1,2.2567169467579973e-06,0,0
0.7792738233385209,-1.522431589389272,0,-0.382801816204453,0,1,1,-0.8452403166202007,0,0,1,0.1576306917687021,0,0
-1.5223545406532712,0.4891051608112591,0,3.60215268477432,1,1,1,0.9248964721132038,0,0,1,0.0629963686223051,0,0
0.923125596088008,0.991989348361392,1,-0.8249004523572255,0,1,1,0.9248964721132038,0,0,1,0.1142784420899709,0,0
-0.6592439041563491,-0.0137790267388736,0,-0.5394798233682169,1,1,1,0.0398280777465015,0,0,1,0.2189053327772932,0,0
-1.6662063134027585,0.4891051608112591,0,-0.9314922888382914,1,1,1,-0.8452403166202007,0,0,1,0.1545987334586668,0,0
-1.2346509951542972,-0.5166632142890064,0,-0.4794469624513492,0,1,1,-0.8452403166202007,1,0,1,0.0674711305671137,0,0
1.0669773688374948,-1.0195474018391393,0,-0.3214991650449255,0,1,1,0.9248964721132038,0,0,1,0.154487936781192,0,0
0.0600149595910858,-0.5166632142890064,0,0.4926480122072124,0,1,1,0.0398280777465015,0,0,1,0.1945752432071369,0,0
1.2108291415869818,-0.0137790267388736,0,-0.1532519578924821,0,1,0,0.0398280777465015,0,0,1,0.1658660638854434,0,0
-0.2276885859078881,0.991989348361392,1,0.5815333291934088,0,1,1,1.809964866479906,0,1,1,0.0320831786939386,0,0
1.3546809143364689,1.4948735359115246,1,2.702647385654485,0,1,0,-0.8452403166202007,0,0,1,0.0474065930877967,0,0
-1.5223545406532712,-0.0137790267388736,0,0.7425850583041125,1,1,1,0.9248964721132038,0,0,1,0.1487180009103186,0,0
-0.0838368131584011,0.991989348361392,1,-0.2997363711637813,1,1,1,0.0398280777465015,0,0,1,0.1828975772463648,0,0
-0.5153921314068621,1.4948735359115246,1,-0.914632296171862,0,1,1,-0.8452403166202007,0,0,1,0.12959528532609,0,0
0.923125596088008,-1.522431589389272,0,-0.8540350840360345,0,1,1,-0.8452403166202007,0,0,1,0.1517801832193021,0,0
-1.6662063134027585,0.4891051608112591,0,0.0401794224060502,1,1,0,0.0398280777465015,0,0,1,0.1475749340544396,0,0
-0.6592439041563491,-1.0195474018391393,0,0.1439495027923161,0,1,0,0.0398280777465015,0,0,1,0.1721150069853786,0,0
-1.5223545406532712,-1.522431589389272,0,3.139737404738988,1,1,0,0.9248964721132038,0,0,1,0.0430687217541767,0,0
-0.3715403586573751,-0.5166632142890064,0,-0.7608465890052681,0,1,1,-0.8452403166202007,0,0,1,0.2012028646080705,0,0
-0.9469474496553232,0.4891051608112591,0,-0.103871226233484,1,1,1,-0.8452403166202007,0,0,1,0.2023733095999517,0,0
0.6354220505890339,0.4891051608112591,0,0.4687336293037833,1,1,1,-0.8452403166202007,1,0,1,0.0922810614487354,0,0
0.2038667323405729,0.991989348361392,1,0.5108483390186717,1,1,1,-0.8452403166202007,0,0,1,0.1735156446055601,0,0
-1.6662063134027585,0.4891051608112591,0,-0.4465029600445605,1,1,1,0.0398280777465015,0,0,1,0.1667321749205895,0,0
-1.0907992224048102,-1.0195474018391393,0,0.1306167052443866,1,1,0,0.0398280777465015,0,0,1,0.1746091860568953,0,0
-0.5153921314068621,-0.0137790267388736,0,-0.7802461621570174,1,1,0,0.0398280777465015,0,0,1,0.1984890873660006,0,0
0.2038667323405729,-0.0137790267388736,0,-0.9796032302546296,0,1,0,-0.8452403166202007,0,0,1,0.173860381232534,0,0
0.4915702778395469,0.991989348361392,1,-0.7860307621513571,1,1,0,-0.8452403166202007,0,0,1,0.1552576384504433,0,0
1.3546809143364689,-0.5166632142890064,0,-0.5724943696773755,1,1,1,-0.8452403166202007,0,0,1,0.2025930197923787,0,0
0.0600149595910858,-1.522431589389272,0,0.8931962898640565,1,1,1,-0.8452403166202007,0,0,1,0.1740451229329054,0,0
-0.0838368131584011,0.4891051608112591,0,0.1131218174566273,0,1,1,1.809964866479906,0,1,1,0.0671157340797908,0,0
-1.2346509951542972,0.991989348361392,1,-0.2997363711637813,1,1,1,0.0398280777465015,0,0,1,0.1652226729401835,0,0
1.498532687085956,-0.0137790267388736,0,-0.4136295015401418,0,1,1,-0.8452403166202007,0,0,1,0.1733214238598702,0,0
1.3546809143364689,-1.522431589389272,0,0.1146737833087673,0,1,1,0.0398280777465015,0,0,1,0.1424147809963334,0,0
0.4915702778395469,-0.5166632142890064,0,-0.8244066450406357,1,1,0,0.0398280777465015,0,0,1,0.1951215114124712,0,0
-0.2276885859078881,-1.0195474018391393,0,-0.4125007991022218,1,1,1,0.0398280777465015,0,0,1,0.2155820799542455,0,0
0.2038667323405729,-1.0195474018391393,0,-0.2767743309423472,1,1,1,-0.8452403166202007,1,0,1,0.1154216977438604,0,0
