login_hour,login_dayofweek,is_weekend,time_since_last_login,device_changed,ip_changed,location_changed,LoginAttempts,failed_login,high_login_attempts
-1.5223545406532712,-1.0195474018391393,0,-0.2997363711637813,1,1,1,0.03982807774650154,0,0
0.06001495959108588,1.4948735359115246,1,-0.44579752102086057,1,1,1,-0.8452403166202007,0,0
-1.6662063134027583,0.4891051608112591,0,-0.5435713697056767,1,1,0,0.9248964721132038,0,0
1.2108291415869818,0.4891051608112591,0,-0.20594825296287003,1,1,1,-0.8452403166202007,0,0
-1.0907992224048102,0.4891051608112591,0,-0.35684166013229407,0,1,0,0.03982807774650154,0,0
-0.8030956769058362,-1.0195474018391393,0,0.122433612569467,0,1,0,-0.8452403166202007,0,0
-1.3785027679037842,1.4948735359115246,1,-0.5063241892543182,1,1,1,-0.8452403166202007,0,0
0.7792738233385209,-0.013779026738873684,0,-0.5334835916667671,0,1,1,-0.8452403166202007,0,0
-0.3715403586573751,-1.0195474018391393,0,2.3186063811522204,0,1,0,-0.8452403166202007,1,0
-1.3785027679037842,-0.5166632142890064,0,-0.21716473343969958,1,1,0,-0.8452403166202007,0,0
-0.22768858590788812,-0.5166632142890064,0,1.1668360871572758,0,1,0,0.9248964721132038,0,0
-0.3715403586573751,-1.522431589389272,0,0.21463449296705336,0,1,1,0.03982807774650154,0,0
0.06001495959108588,-0.013779026738873684,0,0.025647378517830822,1,1,1,0.9248964721132038,0,0
0.7792738233385209,-0.013779026738873684,0,-0.26887341387690755,1,1,0,0.9248964721132038,0,0
1.642384459835443,-1.522431589389272,0,-0.5660043306593359,1,1,1,-0.8452403166202007,1,0
0.2038667323405729,-0.5166632142890064,0,-0.1278561530392831,0,1,0,-0.8452403166202007,0,0
0.4915702778395469,-1.0195474018391393,0,1.749951984147673,1,1,1,0.03982807774650154,0,0
-0.8030956769058362,-0.5166632142890064,0,-0.9370652571255211,0,1,0,0.03982807774650154,0,0
-0.6592439041563491,-0.013779026738873684,0,-0.2997363711637813,1,1,1,-0.8452403166202007,0,0
-0.3715403586573751,-1.522431589389272,0,0.12370340281212695,0,1,1,1.809964866479906,0,1
0.4915702778395469,0.4891051608112591,0,0.8529862655131581,1,1,1,0.03982807774650154,0,0
1.4985326870859559,0.4891051608112591,0,-0.2599143382759179,1,1,0,0.03982807774650154,0,0
-0.8030956769058362,0.9919893483613919,1,1.8767193767065578,0,1,0,0.9248964721132038,0,0
-1.5223545406532712,-0.5166632142890064,0,-0.6150323428064839,1,1,0,0.9248964721132038,0,0
-1.2346509951542972,0.9919893483613919,1,0.7353895802623728,1,1,0,0.03982807774650154,1,0
-0.22768858590788812,-1.0195474018391393,0,0.046669461424089995,0,1,0,0.9248964721132038,1,0
0.3477185050900599,-0.013779026738873684,0,1.3520843747808886,0,1,0,-0.8452403166202007,0,0
0.6354220505890339,1.4948735359115246,1,-0.689667791513941,0,1,0,0.03982807774650154,0,0
0.2038667323405729,-0.013779026738873684,0,-0.6055794598889043,0,1,0,0.03982807774650154,0,0
-0.22768858590788812,0.9919893483613919,1,-0.8079699157884263,0,1,1,-0.8452403166202007,0,0
0.06001495959108588,0.4891051608112591,0,3.1724697754386666,0,1,0,0.03982807774650154,0,0
-0.8030956769058362,1.4948735359115246,1,-0.8257469791856655,0,1,1,0.9248964721132038,0,0
1.3546809143364689,0.4891051608112591,0,-0.4290786161591712,1,1,1,0.03982807774650154,0,0
0.3477185050900599,0.4891051608112591,0,-0.2997363711637813,1,1,1,0.9248964721132038,0,0
-1.5223545406532712,0.9919893483613919,1,0.46950961222985327,1,1,1,0.03982807774650154,0,0
